"10.19.2024","00.36.59","Blocks","DIRT","8","0.732","Vault","Darkm1me"
"10.19.2024","00.37.09","Blocks","DIRT","2","0.183","Vault","Darkm1me"
"10.19.2024","00.37.22","Blocks","DIRT","16","1.4645","Vault","Darkm1me"
"10.19.2024","01.18.14","Blocks","COBBLESTONE","64","13.5182","Vault","Darkm1me"
"10.19.2024","03.48.51","Blocks","MOSS_BLOCK","1","1.6445","Vault","KnockKnock888"
"10.19.2024","03.51.24","Blocks","RED_CONCRETE","16","58.9934","Vault","KnockKnock888"
"10.19.2024","03.51.24","Blocks","RED_CONCRETE","8","29.5129","Vault","KnockKnock888"
"10.19.2024","03.51.41","Blocks","LIME_TERRACOTTA","13","42.2257","Vault","KnockKnock888"
"10.19.2024","04.15.12","Blocks","LIME_CONCRETE","8","30.0606","Vault","KnockKnock888"
"10.19.2024","04.15.17","Blocks","LIME_CONCRETE","5","18.7948","Vault","KnockKnock888"
"10.19.2024","04.37.45","Blocks","WHITE_TERRACOTTA","16","33.4282","Vault","ImpirrenRyRy"
"10.19.2024","04.37.49","Blocks","WHITE_TERRACOTTA","4","8.3619","Vault","ImpirrenRyRy"
"10.19.2024","04.37.50","Blocks","WHITE_TERRACOTTA","2","4.1817","Vault","ImpirrenRyRy"
"10.19.2024","04.38.07","Blocks","WHITE_TERRACOTTA","2","4.1822","Vault","ImpirrenRyRy"
"10.19.2024","04.38.16","Blocks","BLACK_TERRACOTTA","16","40.3408","Vault","ImpirrenRyRy"
"10.19.2024","04.38.16","Blocks","BLACK_TERRACOTTA","8","20.1867","Vault","ImpirrenRyRy"
"10.19.2024","08.13.18","Blocks","PACKED_MUD","16","29.0974","Vault","GameXWwinST"
"10.19.2024","08.18.54","Blocks","OBSIDIAN","2","275.4183","Vault","ComicMallard354"
"10.19.2024","08.51.30","Blocks","SOUL_SAND","4","20.5172","Vault","ComicMallard354"
"10.19.2024","08.51.43","Blocks","SOUL_SAND","1","5.1299","Vault","ComicMallard354"
"10.19.2024","09.10.32","Blocks","GRASS_BLOCK","16","11.45","Vault","Zakhar2256"
"10.19.2024","09.19.54","Blocks","GRASS_BLOCK","64","46.4574","Vault","Zakhar2256"
"10.19.2024","09.20.46","Blocks","GRASS_BLOCK","64","46.5231","Vault","Zakhar2256"
"10.19.2024","10.08.30","Blocks","SLIME_BLOCK","1","55.374","Vault","BloxdyDemxn"
"10.19.2024","15.59.37","Blocks","DIRT","64","7.3257","Vault","TrumpHimself"
"10.19.2024","15.59.38","Blocks","DIRT","64","7.3365","Vault","TrumpHimself"
"10.19.2024","15.59.38","Blocks","DIRT","64","7.3473","Vault","TrumpHimself"
"10.19.2024","15.59.38","Blocks","DIRT","64","7.3581","Vault","TrumpHimself"
"10.19.2024","15.59.38","Blocks","DIRT","64","7.369","Vault","TrumpHimself"
"10.19.2024","15.59.39","Blocks","DIRT","64","7.3799","Vault","TrumpHimself"
"10.19.2024","16.02.32","Blocks","DIRT","64","7.3908","Vault","TrumpHimself"
"10.19.2024","16.02.32","Blocks","DIRT","64","7.4017","Vault","TrumpHimself"
"10.19.2024","17.17.21","Blocks","COBBLESTONE","64","10.9876","Vault","Dizmaniton"
"10.19.2024","17.17.21","Blocks","COBBLESTONE","64","11.0032","Vault","Dizmaniton"
"10.19.2024","17.17.22","Blocks","COBBLESTONE","64","11.0189","Vault","Dizmaniton"
"10.19.2024","17.17.23","Blocks","COBBLESTONE","64","11.0346","Vault","Dizmaniton"
"10.19.2024","17.17.35","Blocks","STONE","64","69.8031","Vault","Dizmaniton"
"10.19.2024","17.17.36","Blocks","STONE","64","69.985","Vault","Dizmaniton"
"10.19.2024","17.39.41","Blocks","STONE","64","53.2287","Vault","logichh"
"10.19.2024","17.39.41","Blocks","STONE","64","53.3344","Vault","logichh"
"10.19.2024","17.39.42","Blocks","STONE","64","53.4405","Vault","logichh"
"10.19.2024","17.39.42","Blocks","STONE","64","53.5471","Vault","logichh"
"10.19.2024","17.39.43","Blocks","STONE","64","53.654","Vault","logichh"
"10.19.2024","17.55.12","Blocks","SOUL_SAND","1","6.4214","Vault","SuitNtieRbbt"
"10.19.2024","17.56.48","Blocks","TUFF","64","16.2062","Vault","SuitNtieRbbt"
"10.19.2024","17.57.35","Blocks","DIRT","1","0.0772","Vault","SuitNtieRbbt"
"10.19.2024","18.25.28","Blocks","COBBLESTONE","64","11.1765","Vault","logichh"
"10.19.2024","18.25.28","Blocks","COBBLESTONE","64","11.1927","Vault","logichh"
"10.19.2024","18.25.29","Blocks","COBBLESTONE","64","11.2089","Vault","logichh"
"10.19.2024","18.25.29","Blocks","COBBLESTONE","64","11.2252","Vault","logichh"
"10.19.2024","18.25.30","Blocks","COBBLESTONE","64","11.2415","Vault","logichh"
"10.19.2024","18.25.30","Blocks","COBBLESTONE","64","11.2579","Vault","logichh"
"10.19.2024","18.25.30","Blocks","COBBLESTONE","64","11.2743","Vault","logichh"
"10.19.2024","18.25.31","Blocks","COBBLESTONE","64","11.2907","Vault","logichh"
"10.19.2024","18.25.31","Blocks","COBBLESTONE","64","11.3072","Vault","logichh"
"10.19.2024","18.25.32","Blocks","COBBLESTONE","64","11.3238","Vault","logichh"
"10.19.2024","18.25.32","Blocks","COBBLESTONE","64","11.3404","Vault","logichh"
"10.19.2024","18.25.32","Blocks","COBBLESTONE","64","11.357","Vault","logichh"
"10.19.2024","18.25.33","Blocks","COBBLESTONE","64","11.3737","Vault","logichh"
"10.19.2024","18.25.33","Blocks","COBBLESTONE","64","11.3904","Vault","logichh"
"10.19.2024","18.25.33","Blocks","COBBLESTONE","64","11.4072","Vault","logichh"
"10.19.2024","18.25.34","Blocks","COBBLESTONE","64","11.4241","Vault","logichh"
"10.19.2024","18.25.34","Blocks","COBBLESTONE","64","11.441","Vault","logichh"
"10.19.2024","18.25.35","Blocks","COBBLESTONE","64","11.4579","Vault","logichh"
"10.19.2024","18.25.35","Blocks","COBBLESTONE","64","11.4749","Vault","logichh"
"10.19.2024","18.25.35","Blocks","COBBLESTONE","64","11.4919","Vault","logichh"
"10.19.2024","18.25.58","Blocks","STONE","2","1.8241","Vault","logichh"
"10.19.2024","18.25.59","Blocks","STONE","1","0.9121","Vault","logichh"
"10.19.2024","18.35.04","Blocks","POLISHED_ANDESITE","64","33.7027","Vault","logichh"
